year,stateid,state_name,sector,sales_twh,price_cents_per_kwh,retrieved
2001,AK,Alaska,all sectors,5.45408,10.54,2026-05-15
2002,AK,Alaska,all sectors,5.465489,10.46,2026-05-15
2003,AK,Alaska,all sectors,5.563682,10.5,2026-05-15
2004,AK,Alaska,all sectors,5.788484,10.99,2026-05-15
2005,AK,Alaska,all sectors,5.912571,11.72,2026-05-15
2006,AK,Alaska,all sectors,6.182291,12.84,2026-05-15
2007,AK,Alaska,all sectors,6.32661,13.28,2026-05-15
2008,AK,Alaska,all sectors,6.32594399,14.74,2026-05-15
2009,AK,Alaska,all sectors,6.27017098,15.09,2026-05-15
2010,AK,Alaska,all sectors,6.24703802,14.76,2026-05-15
2011,AK,Alaska,all sectors,6.31953995,16.08,2026-05-15
2012,AK,Alaska,all sectors,6.416410979999999,16.33,2026-05-15
2013,AK,Alaska,all sectors,6.268212,16.49,2026-05-15
2014,AK,Alaska,all sectors,6.1648119999999995,17.46,2026-05-15
2015,AK,Alaska,all sectors,6.159204,17.59,2026-05-15
2016,AK,Alaska,all sectors,6.12320202,17.93,2026-05-15
2017,AK,Alaska,all sectors,6.185799,19.1,2026-05-15
2018,AK,Alaska,all sectors,5.97246698,19.36,2026-05-15
2019,AK,Alaska,all sectors,5.81880503,20.22,2026-05-15
2020,AK,Alaska,all sectors,5.91757699,19.82,2026-05-15
2021,AK,Alaska,all sectors,5.969339,20.02,2026-05-15
2022,AK,Alaska,all sectors,6.00208,20.73,2026-05-15
2023,AK,Alaska,all sectors,6.02459801,21.41,2026-05-15
2024,AK,Alaska,all sectors,6.0465029800000005,22.17,2026-05-15
2025,AK,Alaska,all sectors,6.118426400000001,23.05,2026-05-15
2001,AK,Alaska,residential,1.8914680000000001,12.12,2026-05-15
2002,AK,Alaska,residential,1.932217,12.05,2026-05-15
2003,AK,Alaska,residential,1.987009,11.98,2026-05-15
2004,AK,Alaska,residential,2.0619050000000003,12.44,2026-05-15
2005,AK,Alaska,residential,2.061652,13.3,2026-05-15
2006,AK,Alaska,residential,2.120254,14.83,2026-05-15
2007,AK,Alaska,residential,2.114456,15.18,2026-05-15
2008,AK,Alaska,residential,2.1298109899999997,16.56,2026-05-15
2009,AK,Alaska,residential,2.11739299,17.14,2026-05-15
2010,AK,Alaska,residential,2.09321701,16.26,2026-05-15
2011,AK,Alaska,residential,2.13442196,17.62,2026-05-15
2012,AK,Alaska,residential,2.16019598,17.88,2026-05-15
2013,AK,Alaska,residential,2.10396601,18.12,2026-05-15
2014,AK,Alaska,residential,2.04361399,19.14,2026-05-15
2015,AK,Alaska,residential,2.04418401,19.83,2026-05-15
2016,AK,Alaska,residential,2.00639202,20.3,2026-05-15
2017,AK,Alaska,residential,2.06034901,21.27,2026-05-15
2018,AK,Alaska,residential,1.97490599,21.94,2026-05-15
2019,AK,Alaska,residential,1.92820802,22.92,2026-05-15
2020,AK,Alaska,residential,2.08904601,22.57,2026-05-15
2021,AK,Alaska,residential,2.08391101,22.55,2026-05-15
2022,AK,Alaska,residential,2.050472,23.1,2026-05-15
2023,AK,Alaska,residential,2.050667,23.9,2026-05-15
2024,AK,Alaska,residential,2.07059399,24.82,2026-05-15
2025,AK,Alaska,residential,2.0490030900000002,26.09,2026-05-15
2001,AL,Alabama,all sectors,79.358258,5.6,2026-05-15
2002,AL,Alabama,all sectors,83.067078,5.71,2026-05-15
2003,AL,Alabama,all sectors,83.84422,5.88,2026-05-15
2004,AL,Alabama,all sectors,86.870519,6.08,2026-05-15
2005,AL,Alabama,all sectors,89.20161999999999,6.46,2026-05-15
2006,AL,Alabama,all sectors,90.677695,7.07,2026-05-15
2007,AL,Alabama,all sectors,91.82846400000001,7.57,2026-05-15
2008,AL,Alabama,all sectors,89.70727901,8.59,2026-05-15
2009,AL,Alabama,all sectors,82.84460198000001,8.83,2026-05-15
2010,AL,Alabama,all sectors,90.862645,8.89,2026-05-15
2011,AL,Alabama,all sectors,88.99536899,9.1,2026-05-15
2012,AL,Alabama,all sectors,86.18254801,9.18,2026-05-15
2013,AL,Alabama,all sectors,87.85210701999999,9.02,2026-05-15
2014,AL,Alabama,all sectors,90.49372702000001,9.27,2026-05-15
2015,AL,Alabama,all sectors,88.845543,9.33,2026-05-15
2016,AL,Alabama,all sectors,88.22514100000001,9.56,2026-05-15
2017,AL,Alabama,all sectors,86.24173001,9.83,2026-05-15
2018,AL,Alabama,all sectors,90.280456,9.63,2026-05-15
2019,AL,Alabama,all sectors,88.09511201,9.83,2026-05-15
2020,AL,Alabama,all sectors,83.39560502,9.84,2026-05-15
2021,AL,Alabama,all sectors,85.585166,10.18,2026-05-15
2022,AL,Alabama,all sectors,87.02754499,11.59,2026-05-15
2023,AL,Alabama,all sectors,84.88035898999999,11.47,2026-05-15
2024,AL,Alabama,all sectors,87.52293201,11.9,2026-05-15
2025,AL,Alabama,all sectors,89.22126994,12.62,2026-05-15
2001,AL,Alabama,residential,27.802207,7.01,2026-05-15
2002,AL,Alabama,residential,30.021763,7.12,2026-05-15
2003,AL,Alabama,residential,29.416418,7.39,2026-05-15
2004,AL,Alabama,residential,30.109115000000003,7.62,2026-05-15
2005,AL,Alabama,residential,31.315099999999997,8.0,2026-05-15
2006,AL,Alabama,residential,32.277083,8.75,2026-05-15
2007,AL,Alabama,residential,32.783444,9.32,2026-05-15
2008,AL,Alabama,residential,32.18454,10.4,2026-05-15
2009,AL,Alabama,residential,31.489411,10.66,2026-05-15
2010,AL,Alabama,residential,35.529292,10.67,2026-05-15
2011,AL,Alabama,residential,33.00281499,11.09,2026-05-15
2012,AL,Alabama,residential,30.63226102,11.4,2026-05-15
2013,AL,Alabama,residential,31.37865902,11.26,2026-05-15
2014,AL,Alabama,residential,32.929598,11.48,2026-05-15
2015,AL,Alabama,residential,31.90853,11.7,2026-05-15
2016,AL,Alabama,residential,32.05554599,11.99,2026-05-15
2017,AL,Alabama,residential,30.181045020000003,12.55,2026-05-15
2018,AL,Alabama,residential,33.08038001,12.18,2026-05-15
2019,AL,Alabama,residential,32.415646,12.53,2026-05-15
2020,AL,Alabama,residential,31.33104101,12.57,2026-05-15
2021,AL,Alabama,residential,31.585153,12.96,2026-05-15
2022,AL,Alabama,residential,32.923572990000004,14.25,2026-05-15
2023,AL,Alabama,residential,31.409651999999998,14.63,2026-05-15
2024,AL,Alabama,residential,32.89907101,15.18,2026-05-15
2025,AL,Alabama,residential,33.478534010000004,16.1,2026-05-15
2001,AR,Arkansas,all sectors,41.732449,6.05,2026-05-15
2002,AR,Arkansas,all sectors,42.449557999999996,5.61,2026-05-15
2003,AR,Arkansas,all sectors,43.108259,5.57,2026-05-15
2004,AR,Arkansas,all sectors,43.67236,5.67,2026-05-15
2005,AR,Arkansas,all sectors,46.164923,6.3,2026-05-15
2006,AR,Arkansas,all sectors,46.635624,6.99,2026-05-15
2007,AR,Arkansas,all sectors,47.054891000000005,6.96,2026-05-15
2008,AR,Arkansas,all sectors,46.13468101,7.6,2026-05-15
2009,AR,Arkansas,all sectors,43.17310399,7.57,2026-05-15
2010,AR,Arkansas,all sectors,48.194285,7.28,2026-05-15
2011,AR,Arkansas,all sectors,47.927828999999996,7.43,2026-05-15
2012,AR,Arkansas,all sectors,46.859566980000004,7.62,2026-05-15
2013,AR,Arkansas,all sectors,46.683034,7.93,2026-05-15
2014,AR,Arkansas,all sectors,47.08030101,7.9,2026-05-15
2015,AR,Arkansas,all sectors,46.46515402,8.19,2026-05-15
2016,AR,Arkansas,all sectors,46.188438000000005,8.13,2026-05-15
2017,AR,Arkansas,all sectors,46.085951009999995,8.26,2026-05-15
2018,AR,Arkansas,all sectors,49.60270798,7.78,2026-05-15
2019,AR,Arkansas,all sectors,48.09303199,8.22,2026-05-15
2020,AR,Arkansas,all sectors,45.85100301,8.32,2026-05-15
2021,AR,Arkansas,all sectors,48.66314201,9.1,2026-05-15
2022,AR,Arkansas,all sectors,48.997662989999995,9.91,2026-05-15
2023,AR,Arkansas,all sectors,48.64929999,9.73,2026-05-15
2024,AR,Arkansas,all sectors,49.89581201,9.59,2026-05-15
2025,AR,Arkansas,all sectors,52.962927369999996,9.84,2026-05-15
2001,AR,Arkansas,residential,15.103946,7.72,2026-05-15
2002,AR,Arkansas,residential,15.527374,7.25,2026-05-15
2003,AR,Arkansas,residential,15.598301,7.24,2026-05-15
2004,AR,Arkansas,residential,15.619397000000001,7.36,2026-05-15
2005,AR,Arkansas,residential,17.133693,8.0,2026-05-15
2006,AR,Arkansas,residential,17.065081,8.85,2026-05-15
2007,AR,Arkansas,residential,17.414562,8.73,2026-05-15
2008,AR,Arkansas,residential,17.392467,9.27,2026-05-15
2009,AR,Arkansas,residential,16.985526,9.14,2026-05-15
2010,AR,Arkansas,residential,19.230961,8.86,2026-05-15
2011,AR,Arkansas,residential,18.787349,9.02,2026-05-15
2012,AR,Arkansas,residential,17.90930099,9.3,2026-05-15
2013,AR,Arkansas,residential,18.219287,9.59,2026-05-15
2014,AR,Arkansas,residential,18.441119009999998,9.51,2026-05-15
2015,AR,Arkansas,residential,18.273388999999998,9.82,2026-05-15
2016,AR,Arkansas,residential,17.78423301,9.92,2026-05-15
2017,AR,Arkansas,residential,17.026778999999998,10.28,2026-05-15
2018,AR,Arkansas,residential,19.259203990000003,9.81,2026-05-15
2019,AR,Arkansas,residential,18.73231599,9.8,2026-05-15
2020,AR,Arkansas,residential,17.980206010000003,10.41,2026-05-15
2021,AR,Arkansas,residential,18.918015,11.27,2026-05-15
2022,AR,Arkansas,residential,19.250661009999998,12.05,2026-05-15
2023,AR,Arkansas,residential,18.37397099,12.25,2026-05-15
2024,AR,Arkansas,residential,18.580638009999998,12.32,2026-05-15
2025,AR,Arkansas,residential,19.22798477,12.84,2026-05-15
2001,AZ,Arizona,all sectors,62.274303999999994,7.27,2026-05-15
2002,AZ,Arizona,all sectors,62.600737,7.21,2026-05-15
2003,AZ,Arizona,all sectors,64.07956,7.34,2026-05-15
2004,AZ,Arizona,all sectors,66.933251,7.45,2026-05-15
2005,AZ,Arizona,all sectors,69.390686,7.79,2026-05-15
2006,AZ,Arizona,all sectors,73.252776,8.24,2026-05-15
2007,AZ,Arizona,all sectors,77.193206,8.54,2026-05-15
2008,AZ,Arizona,all sectors,76.26791602,9.11,2026-05-15
2009,AZ,Arizona,all sectors,73.43292901000001,9.56,2026-05-15
2010,AZ,Arizona,all sectors,72.83303,9.69,2026-05-15
2011,AZ,Arizona,all sectors,74.943645,9.71,2026-05-15
2012,AZ,Arizona,all sectors,75.06334299999999,9.81,2026-05-15
2013,AZ,Arizona,all sectors,75.66203702,10.14,2026-05-15
2014,AZ,Arizona,all sectors,76.29768499,10.18,2026-05-15
2015,AZ,Arizona,all sectors,77.34941596,10.34,2026-05-15
2016,AZ,Arizona,all sectors,78.23782802,10.33,2026-05-15
2017,AZ,Arizona,all sectors,77.64626201,10.64,2026-05-15
2018,AZ,Arizona,all sectors,78.34630199,10.85,2026-05-15
2019,AZ,Arizona,all sectors,77.92917002,10.52,2026-05-15
2020,AZ,Arizona,all sectors,81.96007401,10.44,2026-05-15
2021,AZ,Arizona,all sectors,81.21999000000001,10.73,2026-05-15
2022,AZ,Arizona,all sectors,84.19651702,11.31,2026-05-15
2023,AZ,Arizona,all sectors,85.91879798000001,12.19,2026-05-15
2024,AZ,Arizona,all sectors,90.84328799,12.74,2026-05-15
2025,AZ,Arizona,all sectors,91.55233195000001,12.97,2026-05-15
2001,AZ,Arizona,residential,26.200172,8.3,2026-05-15
2002,AZ,Arizona,residential,26.412614,8.27,2026-05-15
2003,AZ,Arizona,residential,27.74152,8.35,2026-05-15
2004,AZ,Arizona,residential,28.920651000000003,8.46,2026-05-15
2005,AZ,Arizona,residential,30.543645,8.86,2026-05-15
2006,AZ,Arizona,residential,32.367475,9.4,2026-05-15
2007,AZ,Arizona,residential,34.436657,9.66,2026-05-15
2008,AZ,Arizona,residential,33.23637,10.27,2026-05-15
2009,AZ,Arizona,residential,32.846843,10.73,2026-05-15
2010,AZ,Arizona,residential,32.44813799,10.97,2026-05-15
2011,AZ,Arizona,residential,33.079074,11.08,2026-05-15
2012,AZ,Arizona,residential,32.92297001,11.29,2026-05-15
2013,AZ,Arizona,residential,33.10360201,11.71,2026-05-15
2014,AZ,Arizona,residential,32.34607899,11.9,2026-05-15
2015,AZ,Arizona,residential,33.167205,12.13,2026-05-15
2016,AZ,Arizona,residential,33.69078301,12.15,2026-05-15
2017,AZ,Arizona,residential,34.25122,12.44,2026-05-15
2018,AZ,Arizona,residential,34.660297,12.77,2026-05-15
2019,AZ,Arizona,residential,34.72005001,12.43,2026-05-15
2020,AZ,Arizona,residential,38.70741601,12.27,2026-05-15
2021,AZ,Arizona,residential,37.130339,12.54,2026-05-15
2022,AZ,Arizona,residential,38.367633000000005,13.02,2026-05-15
2023,AZ,Arizona,residential,38.992365,14.02,2026-05-15
2024,AZ,Arizona,residential,40.43493099,14.91,2026-05-15
2025,AZ,Arizona,residential,39.06158498,15.32,2026-05-15
2001,CA,California,all sectors,247.75877799999998,11.22,2026-05-15
2002,CA,California,all sectors,235.213332,12.19,2026-05-15
2003,CA,California,all sectors,243.221316,11.78,2026-05-15
2004,CA,California,all sectors,252.025973,11.35,2026-05-15
2005,CA,California,all sectors,254.24950700000002,11.63,2026-05-15
2006,CA,California,all sectors,262.958528,12.82,2026-05-15
2007,CA,California,all sectors,264.234911,12.8,2026-05-15
2008,CA,California,all sectors,268.15521898000003,12.49,2026-05-15
2009,CA,California,all sectors,259.58367598,13.24,2026-05-15
2010,CA,California,all sectors,258.530892,13.01,2026-05-15
2011,CA,California,all sectors,261.94170001,13.05,2026-05-15
2012,CA,California,all sectors,259.53803802,13.53,2026-05-15
2013,CA,California,all sectors,261.33245899,14.3,2026-05-15
2014,CA,California,all sectors,262.58478602,15.15,2026-05-15
2015,CA,California,all sectors,261.17043699,15.42,2026-05-15
2016,CA,California,all sectors,256.84663497,15.23,2026-05-15
2017,CA,California,all sectors,257.26793700999997,16.06,2026-05-15
2018,CA,California,all sectors,255.22427197,16.58,2026-05-15
2019,CA,California,all sectors,250.37870999999998,16.89,2026-05-15
2020,CA,California,all sectors,250.17467202999998,18.0,2026-05-15
2021,CA,California,all sectors,247.249865,19.65,2026-05-15
2022,CA,California,all sectors,251.869136,22.33,2026-05-15
2023,CA,California,all sectors,239.48045202,24.87,2026-05-15
2024,CA,California,all sectors,245.71714497,27.04,2026-05-15
2025,CA,California,all sectors,237.95747888,27.63,2026-05-15
2001,CA,California,residential,76.667632,12.09,2026-05-15
2002,CA,California,residential,77.20230000000001,12.64,2026-05-15
2003,CA,California,residential,82.925899,12.23,2026-05-15
2004,CA,California,residential,83.36125100000001,12.2,2026-05-15
2005,CA,California,residential,85.61041,12.51,2026-05-15
2006,CA,California,residential,89.83574899999999,14.33,2026-05-15
2007,CA,California,residential,89.158461,14.42,2026-05-15
2008,CA,California,residential,91.23081798999999,13.81,2026-05-15
2009,CA,California,residential,89.798789,14.74,2026-05-15
2010,CA,California,residential,87.256946,14.75,2026-05-15
2011,CA,California,residential,88.398416,14.78,2026-05-15
2012,CA,California,residential,90.10999501,15.34,2026-05-15
2013,CA,California,residential,89.24193399,16.23,2026-05-15
2014,CA,California,residential,89.36067999999999,16.25,2026-05-15
2015,CA,California,residential,89.386373,16.99,2026-05-15
2016,CA,California,residential,88.31106899,17.39,2026-05-15
2017,CA,California,residential,90.12350500000001,18.31,2026-05-15
2018,CA,California,residential,89.09998497999999,18.84,2026-05-15
2019,CA,California,residential,87.52398701,19.15,2026-05-15
2020,CA,California,residential,94.93456301,20.45,2026-05-15
2021,CA,California,residential,90.284143,22.82,2026-05-15
2022,CA,California,residential,89.54220798,25.84,2026-05-15
2023,CA,California,residential,82.82089801000001,29.51,2026-05-15
2024,CA,California,residential,85.850538,31.97,2026-05-15
2025,CA,California,residential,81.94810579,32.54,2026-05-15
2001,CO,Colorado,all sectors,44.236038,6.02,2026-05-15
2002,CO,Colorado,all sectors,45.936696000000005,6.0,2026-05-15
2003,CO,Colorado,all sectors,46.494645,6.77,2026-05-15
2004,CO,Colorado,all sectors,46.723841,6.95,2026-05-15
2005,CO,Colorado,all sectors,48.353235999999995,7.64,2026-05-15
2006,CO,Colorado,all sectors,49.733698,7.61,2026-05-15
2007,CO,Colorado,all sectors,51.299156,7.76,2026-05-15
2008,CO,Colorado,all sectors,52.14247301,8.59,2026-05-15
2009,CO,Colorado,all sectors,51.035906000000004,8.31,2026-05-15
2010,CO,Colorado,all sectors,52.917786,9.15,2026-05-15
2011,CO,Colorado,all sectors,53.458285020000005,9.39,2026-05-15
2012,CO,Colorado,all sectors,53.68529703,9.39,2026-05-15
2013,CO,Colorado,all sectors,53.44164901,9.88,2026-05-15
2014,CO,Colorado,all sectors,53.396521009999994,10.06,2026-05-15
2015,CO,Colorado,all sectors,54.116045989999996,9.94,2026-05-15
2016,CO,Colorado,all sectors,54.80203698,9.83,2026-05-15
2017,CO,Colorado,all sectors,54.830186000000005,9.99,2026-05-15
2018,CO,Colorado,all sectors,56.45048002,10.02,2026-05-15
2019,CO,Colorado,all sectors,56.52082299,10.17,2026-05-15
2020,CO,Colorado,all sectors,56.05026399,10.27,2026-05-15
2021,CO,Colorado,all sectors,56.351209000000004,10.9,2026-05-15
2022,CO,Colorado,all sectors,56.76304099,11.75,2026-05-15
2023,CO,Colorado,all sectors,55.56581899,11.76,2026-05-15
2024,CO,Colorado,all sectors,56.84290401,12.07,2026-05-15
2025,CO,Colorado,all sectors,56.651959739999995,12.77,2026-05-15
2001,CO,Colorado,residential,14.470251000000001,7.47,2026-05-15
2002,CO,Colorado,residential,15.424845999999999,7.37,2026-05-15
2003,CO,Colorado,residential,15.724839,8.14,2026-05-15
2004,CO,Colorado,residential,15.532168,8.42,2026-05-15
2005,CO,Colorado,residential,16.436381,9.06,2026-05-15
2006,CO,Colorado,residential,16.951534,9.02,2026-05-15
2007,CO,Colorado,residential,17.634182,9.25,2026-05-15
2008,CO,Colorado,residential,17.720491000000003,10.13,2026-05-15
2009,CO,Colorado,residential,17.41263,10.0,2026-05-15
2010,CO,Colorado,residential,18.102386,11.04,2026-05-15
2011,CO,Colorado,residential,18.27679899,11.27,2026-05-15
2012,CO,Colorado,residential,18.220365010000002,11.46,2026-05-15
2013,CO,Colorado,residential,18.528907999999998,11.93,2026-05-15
2014,CO,Colorado,residential,18.092932010000002,12.18,2026-05-15
2015,CO,Colorado,residential,18.38493601,12.12,2026-05-15
2016,CO,Colorado,residential,18.833722,12.07,2026-05-15
2017,CO,Colorado,residential,18.61499999,12.17,2026-05-15
2018,CO,Colorado,residential,19.28695201,12.15,2026-05-15
2019,CO,Colorado,residential,19.404743,12.18,2026-05-15
2020,CO,Colorado,residential,20.48250199,12.36,2026-05-15
2021,CO,Colorado,residential,20.625005010000002,13.07,2026-05-15
2022,CO,Colorado,residential,20.59394201,14.19,2026-05-15
2023,CO,Colorado,residential,19.99933299,14.3,2026-05-15
2024,CO,Colorado,residential,20.69369,14.92,2026-05-15
2025,CO,Colorado,residential,20.44670002,15.85,2026-05-15
2001,CT,Connecticut,all sectors,30.540758,9.62,2026-05-15
2002,CT,Connecticut,all sectors,31.005489,9.71,2026-05-15
2003,CT,Connecticut,all sectors,31.830218000000002,10.16,2026-05-15
2004,CT,Connecticut,all sectors,32.21461,10.26,2026-05-15
2005,CT,Connecticut,all sectors,33.095029000000004,12.06,2026-05-15
2006,CT,Connecticut,all sectors,31.677453,14.83,2026-05-15
2007,CT,Connecticut,all sectors,34.129107000000005,16.45,2026-05-15
2008,CT,Connecticut,all sectors,30.956544,17.8,2026-05-15
2009,CT,Connecticut,all sectors,29.715764,18.07,2026-05-15
2010,CT,Connecticut,all sectors,30.391766,17.38,2026-05-15
2011,CT,Connecticut,all sectors,29.858992999999998,16.35,2026-05-15
2012,CT,Connecticut,all sectors,29.49233801,15.54,2026-05-15
2013,CT,Connecticut,all sectors,29.824516,15.66,2026-05-15
2014,CT,Connecticut,all sectors,29.35446,17.05,2026-05-15
2015,CT,Connecticut,all sectors,29.47615501,17.77,2026-05-15
2016,CT,Connecticut,all sectors,28.931086999999998,17.24,2026-05-15
2017,CT,Connecticut,all sectors,28.13552999,17.55,2026-05-15
2018,CT,Connecticut,all sectors,28.833925,18.41,2026-05-15
2019,CT,Connecticut,all sectors,27.899995999999998,18.66,2026-05-15
2020,CT,Connecticut,all sectors,27.113673,19.13,2026-05-15
2021,CT,Connecticut,all sectors,27.737606,18.32,2026-05-15
2022,CT,Connecticut,all sectors,27.767146,21.08,2026-05-15
2023,CT,Connecticut,all sectors,26.685176,24.24,2026-05-15
2024,CT,Connecticut,all sectors,27.35135502,24.37,2026-05-15
2025,CT,Connecticut,all sectors,27.57016657,25.68,2026-05-15
2001,CT,Connecticut,residential,11.974617,10.9,2026-05-15
2002,CT,Connecticut,residential,12.472813,10.96,2026-05-15
2003,CT,Connecticut,residential,13.178336,11.31,2026-05-15
2004,CT,Connecticut,residential,13.21139,11.63,2026-05-15
2005,CT,Connecticut,residential,13.802961999999999,13.64,2026-05-15
2006,CT,Connecticut,residential,12.963468,16.86,2026-05-15
2007,CT,Connecticut,residential,13.37209,19.11,2026-05-15
2008,CT,Connecticut,residential,12.729694,19.54,2026-05-15
2009,CT,Connecticut,residential,12.578225,20.33,2026-05-15
2010,CT,Connecticut,residential,13.065275,19.25,2026-05-15
2011,CT,Connecticut,residential,12.918796,18.11,2026-05-15
2012,CT,Connecticut,residential,12.757633,17.34,2026-05-15
2013,CT,Connecticut,residential,13.135451,17.55,2026-05-15
2014,CT,Connecticut,residential,12.777579,19.75,2026-05-15
2015,CT,Connecticut,residential,12.892862,20.94,2026-05-15
2016,CT,Connecticut,residential,12.676983,20.01,2026-05-15
2017,CT,Connecticut,residential,12.379520000000001,20.29,2026-05-15
2018,CT,Connecticut,residential,13.061371999999999,21.2,2026-05-15
2019,CT,Connecticut,residential,12.493549999999999,21.87,2026-05-15
2020,CT,Connecticut,residential,12.981839,22.71,2026-05-15
2021,CT,Connecticut,residential,13.092128,21.91,2026-05-15
2022,CT,Connecticut,residential,13.190687,24.61,2026-05-15
2023,CT,Connecticut,residential,12.55329899,29.88,2026-05-15
2024,CT,Connecticut,residential,12.94190301,28.75,2026-05-15
2025,CT,Connecticut,residential,13.3567562,29.38,2026-05-15
2001,DC,District of Columbia,all sectors,10.880472,7.4,2026-05-15
2002,DC,District of Columbia,all sectors,11.128743,7.34,2026-05-15
2003,DC,District of Columbia,all sectors,10.946382999999999,7.4,2026-05-15
2004,DC,District of Columbia,all sectors,11.414847,7.47,2026-05-15
2005,DC,District of Columbia,all sectors,11.816207,9.18,2026-05-15
2006,DC,District of Columbia,all sectors,11.396424000000001,11.08,2026-05-15
2007,DC,District of Columbia,all sectors,12.110185,11.79,2026-05-15
2008,DC,District of Columbia,all sectors,11.616234,13.18,2026-05-15
2009,DC,District of Columbia,all sectors,11.434375,13.23,2026-05-15
2010,DC,District of Columbia,all sectors,11.876995,13.35,2026-05-15
2011,DC,District of Columbia,all sectors,11.562055,12.81,2026-05-15
2012,DC,District of Columbia,all sectors,11.258844999999999,11.85,2026-05-15
2013,DC,District of Columbia,all sectors,11.085519,11.85,2026-05-15
2014,DC,District of Columbia,all sectors,11.193589,12.11,2026-05-15
2015,DC,District of Columbia,all sectors,11.29123301,12.07,2026-05-15
2016,DC,District of Columbia,all sectors,11.394003000000001,11.73,2026-05-15
2017,DC,District of Columbia,all sectors,10.916446,11.8,2026-05-15
2018,DC,District of Columbia,all sectors,11.35791,12.03,2026-05-15
2019,DC,District of Columbia,all sectors,11.028403,12.27,2026-05-15
2020,DC,District of Columbia,all sectors,9.785775,11.9,2026-05-15
2021,DC,District of Columbia,all sectors,10.083371999999999,12.81,2026-05-15
2022,DC,District of Columbia,all sectors,10.241534,14.94,2026-05-15
2023,DC,District of Columbia,all sectors,9.879714,16.5,2026-05-15
2024,DC,District of Columbia,all sectors,10.14291499,16.88,2026-05-15
2025,DC,District of Columbia,all sectors,10.24127764,20.34,2026-05-15
2001,DC,District of Columbia,residential,1.698868,7.79,2026-05-15
2002,DC,District of Columbia,residential,1.790103,7.98,2026-05-15
2003,DC,District of Columbia,residential,1.754304,7.84,2026-05-15
2004,DC,District of Columbia,residential,1.834434,8.0,2026-05-15
2005,DC,District of Columbia,residential,1.93827,9.1,2026-05-15
2006,DC,District of Columbia,residential,1.82211,9.88,2026-05-15
2007,DC,District of Columbia,residential,1.9695630000000002,11.18,2026-05-15
2008,DC,District of Columbia,residential,1.91564,12.78,2026-05-15
2009,DC,District of Columbia,residential,1.8996549999999999,13.73,2026-05-15
2010,DC,District of Columbia,residential,2.123312,14.01,2026-05-15
2011,DC,District of Columbia,residential,2.0613919999999997,13.4,2026-05-15
2012,DC,District of Columbia,residential,2.002527,12.28,2026-05-15
2013,DC,District of Columbia,residential,2.033618,12.57,2026-05-15
2014,DC,District of Columbia,residential,2.072205,12.74,2026-05-15
2015,DC,District of Columbia,residential,2.4975590000000003,12.99,2026-05-15
2016,DC,District of Columbia,residential,2.501892,12.29,2026-05-15
2017,DC,District of Columbia,residential,2.3946520000000002,12.94,2026-05-15
2018,DC,District of Columbia,residential,2.592242,12.84,2026-05-15
2019,DC,District of Columbia,residential,2.54692,12.98,2026-05-15
2020,DC,District of Columbia,residential,2.452589,12.63,2026-05-15
2021,DC,District of Columbia,residential,2.5280489999999998,13.09,2026-05-15
2022,DC,District of Columbia,residential,2.519079,14.18,2026-05-15
2023,DC,District of Columbia,residential,2.371637,16.45,2026-05-15
2024,DC,District of Columbia,residential,2.445805,17.71,2026-05-15
2025,DC,District of Columbia,residential,2.48988876,21.94,2026-05-15
2001,DE,Delaware,all sectors,11.378626,6.8,2026-05-15
2002,DE,Delaware,all sectors,12.018734,6.91,2026-05-15
2003,DE,Delaware,all sectors,12.599590000000001,6.96,2026-05-15
2004,DE,Delaware,all sectors,11.761153,7.53,2026-05-15
2005,DE,Delaware,all sectors,12.136788000000001,7.76,2026-05-15
2006,DE,Delaware,all sectors,11.554672,10.13,2026-05-15
2007,DE,Delaware,all sectors,11.86881,11.35,2026-05-15
2008,DE,Delaware,all sectors,11.748783,12.38,2026-05-15
2009,DE,Delaware,all sectors,11.257778,12.2,2026-05-15
2010,DE,Delaware,all sectors,11.605932000000001,11.97,2026-05-15
2011,DE,Delaware,all sectors,11.48329599,11.48,2026-05-15
2012,DE,Delaware,all sectors,11.51933101,11.06,2026-05-15
2013,DE,Delaware,all sectors,11.347856,10.9,2026-05-15
2014,DE,Delaware,all sectors,11.338476989999998,11.22,2026-05-15
2015,DE,Delaware,all sectors,11.498205,11.17,2026-05-15
2016,DE,Delaware,all sectors,11.258438,11.09,2026-05-15
2017,DE,Delaware,all sectors,11.12860301,10.9,2026-05-15
2018,DE,Delaware,all sectors,11.773100000000001,10.55,2026-05-15
2019,DE,Delaware,all sectors,11.46942199,10.52,2026-05-15
2020,DE,Delaware,all sectors,11.12905101,10.24,2026-05-15
2021,DE,Delaware,all sectors,11.47965499,10.5,2026-05-15
2022,DE,Delaware,all sectors,11.53927099,11.83,2026-05-15
2023,DE,Delaware,all sectors,11.081670990000001,12.85,2026-05-15
2024,DE,Delaware,all sectors,11.373916,13.56,2026-05-15
2025,DE,Delaware,all sectors,11.57845934,14.19,2026-05-15
2001,DE,Delaware,residential,3.733993,8.61,2026-05-15
2002,DE,Delaware,residential,4.020308,8.7,2026-05-15
2003,DE,Delaware,residential,4.190390000000001,8.59,2026-05-15
2004,DE,Delaware,residential,4.304533,8.78,2026-05-15
2005,DE,Delaware,residential,4.594009,9.01,2026-05-15
2006,DE,Delaware,residential,4.2586379999999995,11.85,2026-05-15
2007,DE,Delaware,residential,4.469619,13.16,2026-05-15
