year,stateid,state_name,sector,sales_twh,price_cents_per_kwh,retrieved
2019,MS,Mississippi,residential,18.71785801,11.27,2026-05-15
2020,MS,Mississippi,residential,17.99483299,11.17,2026-05-15
2021,MS,Mississippi,residential,18.569936000000002,11.56,2026-05-15
2022,MS,Mississippi,residential,18.917877,12.41,2026-05-15
2023,MS,Mississippi,residential,18.54419,13.23,2026-05-15
2024,MS,Mississippi,residential,18.59320099,13.39,2026-05-15
2025,MS,Mississippi,residential,19.095231199999997,14.03,2026-05-15
2001,MT,Montana,all sectors,11.446658,6.48,2026-05-15
2002,MT,Montana,all sectors,12.831388,5.7,2026-05-15
2003,MT,Montana,all sectors,12.82466,6.14,2026-05-15
2004,MT,Montana,all sectors,12.956781999999999,6.4,2026-05-15
2005,MT,Montana,all sectors,13.478838,6.72,2026-05-15
2006,MT,Montana,all sectors,13.81498,6.91,2026-05-15
2007,MT,Montana,all sectors,15.531985,7.13,2026-05-15
2008,MT,Montana,all sectors,15.32639999,7.72,2026-05-15
2009,MT,Montana,all sectors,14.353774999999999,7.58,2026-05-15
2010,MT,Montana,all sectors,13.77145301,7.84,2026-05-15
2011,MT,Montana,all sectors,13.788081,8.23,2026-05-15
2012,MT,Montana,all sectors,13.86338298,8.25,2026-05-15
2013,MT,Montana,all sectors,14.04517398,8.58,2026-05-15
2014,MT,Montana,all sectors,14.10239199,8.59,2026-05-15
2015,MT,Montana,all sectors,14.206911,8.9,2026-05-15
2016,MT,Montana,all sectors,14.100601020000001,8.84,2026-05-15
2017,MT,Montana,all sectors,14.70965602,8.92,2026-05-15
2018,MT,Montana,all sectors,14.83884499,8.84,2026-05-15
2019,MT,Montana,all sectors,15.32127098,9.02,2026-05-15
2020,MT,Montana,all sectors,14.584179,9.13,2026-05-15
2021,MT,Montana,all sectors,14.961561,9.5,2026-05-15
2022,MT,Montana,all sectors,15.58378301,9.97,2026-05-15
2023,MT,Montana,all sectors,15.50469901,10.97,2026-05-15
2024,MT,Montana,all sectors,15.56701298,10.83,2026-05-15
2025,MT,Montana,all sectors,15.37139074,10.9,2026-05-15
2001,MT,Montana,residential,3.8862240000000003,6.88,2026-05-15
2002,MT,Montana,residential,4.030664,7.23,2026-05-15
2003,MT,Montana,residential,4.12015,7.56,2026-05-15
2004,MT,Montana,residential,4.052761,7.86,2026-05-15
2005,MT,Montana,residential,4.2214480000000005,8.1,2026-05-15
2006,MT,Montana,residential,4.393973,8.28,2026-05-15
2007,MT,Montana,residential,4.541544,8.77,2026-05-15
2008,MT,Montana,residential,4.66946699,9.13,2026-05-15
2009,MT,Montana,residential,4.790401,8.94,2026-05-15
2010,MT,Montana,residential,4.742794,9.16,2026-05-15
2011,MT,Montana,residential,4.91311,9.75,2026-05-15
2012,MT,Montana,residential,4.778365010000001,10.08,2026-05-15
2013,MT,Montana,residential,4.926470999999999,10.33,2026-05-15
2014,MT,Montana,residential,4.9692430000000005,10.18,2026-05-15
2015,MT,Montana,residential,4.8252130200000005,10.88,2026-05-15
2016,MT,Montana,residential,4.8525469999999995,10.94,2026-05-15
2017,MT,Montana,residential,5.2245880200000006,10.95,2026-05-15
2018,MT,Montana,residential,5.19768599,10.96,2026-05-15
2019,MT,Montana,residential,5.308103,11.13,2026-05-15
2020,MT,Montana,residential,5.37996501,11.24,2026-05-15
2021,MT,Montana,residential,5.559446009999999,11.22,2026-05-15
2022,MT,Montana,residential,5.8944990100000005,11.33,2026-05-15
2023,MT,Montana,residential,5.75552201,12.54,2026-05-15
2024,MT,Montana,residential,5.70024099,12.66,2026-05-15
2025,MT,Montana,residential,5.8004092,12.98,2026-05-15
2001,NC,North Carolina,all sectors,119.026943,6.58,2026-05-15
2002,NC,North Carolina,all sectors,122.68646799999999,6.74,2026-05-15
2003,NC,North Carolina,all sectors,121.335121,6.86,2026-05-15
2004,NC,North Carolina,all sectors,125.656807,6.97,2026-05-15
2005,NC,North Carolina,all sectors,128.335377,7.19,2026-05-15
2006,NC,North Carolina,all sectors,126.69897900000001,7.53,2026-05-15
2007,NC,North Carolina,all sectors,131.880754,7.83,2026-05-15
2008,NC,North Carolina,all sectors,130.06925701,7.96,2026-05-15
2009,NC,North Carolina,all sectors,127.65797902,8.48,2026-05-15
2010,NC,North Carolina,all sectors,136.41494702,8.67,2026-05-15
2011,NC,North Carolina,all sectors,131.08493302,8.64,2026-05-15
2012,NC,North Carolina,all sectors,128.084893,9.15,2026-05-15
2013,NC,North Carolina,all sectors,129.77990502999998,9.24,2026-05-15
2014,NC,North Carolina,all sectors,133.13277596,9.33,2026-05-15
2015,NC,North Carolina,all sectors,133.84752299,9.37,2026-05-15
2016,NC,North Carolina,all sectors,134.40431899,9.2,2026-05-15
2017,NC,North Carolina,all sectors,131.42131898000002,9.04,2026-05-15
2018,NC,North Carolina,all sectors,138.287404,9.25,2026-05-15
2019,NC,North Carolina,all sectors,136.43553101,9.45,2026-05-15
2020,NC,North Carolina,all sectors,130.39097999,9.43,2026-05-15
2021,NC,North Carolina,all sectors,135.69307701,9.29,2026-05-15
2022,NC,North Carolina,all sectors,139.20676104,9.6,2026-05-15
2023,NC,North Carolina,all sectors,133.09110797000002,10.61,2026-05-15
2024,NC,North Carolina,all sectors,136.90452596999998,11.65,2026-05-15
2025,NC,North Carolina,all sectors,140.58434759,11.53,2026-05-15
2001,NC,North Carolina,residential,46.200716,8.12,2026-05-15
2002,NC,North Carolina,residential,49.854417,8.19,2026-05-15
2003,NC,North Carolina,residential,49.348767,8.32,2026-05-15
2004,NC,North Carolina,residential,51.71738,8.45,2026-05-15
2005,NC,North Carolina,residential,54.072734,8.65,2026-05-15
2006,NC,North Carolina,residential,52.851296000000005,9.12,2026-05-15
2007,NC,North Carolina,residential,56.095470999999996,9.4,2026-05-15
2008,NC,North Carolina,residential,55.751201009999996,9.52,2026-05-15
2009,NC,North Carolina,residential,56.311125999999994,9.99,2026-05-15
2010,NC,North Carolina,residential,62.16010701,10.12,2026-05-15
2011,NC,North Carolina,residential,58.055878019999994,10.26,2026-05-15
2012,NC,North Carolina,residential,54.671520980000004,10.91,2026-05-15
2013,NC,North Carolina,residential,56.251297,10.97,2026-05-15
2014,NC,North Carolina,residential,58.649993990000006,11.1,2026-05-15
2015,NC,North Carolina,residential,57.901556989999996,11.28,2026-05-15
2016,NC,North Carolina,residential,58.456809,11.03,2026-05-15
2017,NC,North Carolina,residential,56.13396001,10.94,2026-05-15
2018,NC,North Carolina,residential,61.62245401,11.09,2026-05-15
2019,NC,North Carolina,residential,59.852793,11.42,2026-05-15
2020,NC,North Carolina,residential,58.641572000000004,11.38,2026-05-15
2021,NC,North Carolina,residential,60.91468399,11.32,2026-05-15
2022,NC,North Carolina,residential,62.443953029999996,11.62,2026-05-15
2023,NC,North Carolina,residential,58.73751997,12.93,2026-05-15
2024,NC,North Carolina,residential,61.74494199,14.13,2026-05-15
2025,NC,North Carolina,residential,64.5638286,14.02,2026-05-15
2001,ND,North Dakota,all sectors,9.809757,5.48,2026-05-15
2002,ND,North Dakota,all sectors,10.219353,5.45,2026-05-15
2003,ND,North Dakota,all sectors,10.461108,5.47,2026-05-15
2004,ND,North Dakota,all sectors,10.516399999999999,5.69,2026-05-15
2005,ND,North Dakota,all sectors,10.83999,5.92,2026-05-15
2006,ND,North Dakota,all sectors,11.245237999999999,6.21,2026-05-15
2007,ND,North Dakota,all sectors,11.905695,6.42,2026-05-15
2008,ND,North Dakota,all sectors,12.41607401,6.69,2026-05-15
2009,ND,North Dakota,all sectors,12.64857999,6.63,2026-05-15
2010,ND,North Dakota,all sectors,12.95626301,7.11,2026-05-15
2011,ND,North Dakota,all sectors,13.73701599,7.5,2026-05-15
2012,ND,North Dakota,all sectors,14.71695598,7.83,2026-05-15
2013,ND,North Dakota,all sectors,16.032966990000002,8.2,2026-05-15
2014,ND,North Dakota,all sectors,18.23973201,8.41,2026-05-15
2015,ND,North Dakota,all sectors,18.12894799,8.75,2026-05-15
2016,ND,North Dakota,all sectors,18.52018799,8.94,2026-05-15
2017,ND,North Dakota,all sectors,20.14042599,8.78,2026-05-15
2018,ND,North Dakota,all sectors,20.66950599,8.91,2026-05-15
2019,ND,North Dakota,all sectors,21.55925501,8.85,2026-05-15
2020,ND,North Dakota,all sectors,21.81945199,8.53,2026-05-15
2021,ND,North Dakota,all sectors,22.86310699,8.65,2026-05-15
2022,ND,North Dakota,all sectors,25.392877000000002,8.42,2026-05-15
2023,ND,North Dakota,all sectors,28.202179,8.03,2026-05-15
2024,ND,North Dakota,all sectors,29.769698,7.93,2026-05-15
2025,ND,North Dakota,all sectors,30.33875476,8.2,2026-05-15
2001,ND,North Dakota,residential,3.4798090000000004,6.47,2026-05-15
2002,ND,North Dakota,residential,3.663885,6.39,2026-05-15
2003,ND,North Dakota,residential,3.707436,6.49,2026-05-15
2004,ND,North Dakota,residential,3.662781,6.79,2026-05-15
2005,ND,North Dakota,residential,3.796009,6.99,2026-05-15
2006,ND,North Dakota,residential,3.85304,7.14,2026-05-15
2007,ND,North Dakota,residential,4.067284,7.3,2026-05-15
2008,ND,North Dakota,residential,4.259072,7.51,2026-05-15
2009,ND,North Dakota,residential,4.44922,7.58,2026-05-15
2010,ND,North Dakota,residential,4.392595999999999,8.13,2026-05-15
2011,ND,North Dakota,residential,4.552228,8.58,2026-05-15
2012,ND,North Dakota,residential,4.484758,9.06,2026-05-15
2013,ND,North Dakota,residential,5.0388459999999995,9.12,2026-05-15
2014,ND,North Dakota,residential,5.35751401,9.15,2026-05-15
2015,ND,North Dakota,residential,4.862542,9.62,2026-05-15
2016,ND,North Dakota,residential,4.741298,10.16,2026-05-15
2017,ND,North Dakota,residential,4.848305,10.29,2026-05-15
2018,ND,North Dakota,residential,5.133171,10.25,2026-05-15
2019,ND,North Dakota,residential,5.125431,10.3,2026-05-15
2020,ND,North Dakota,residential,5.04655099,10.44,2026-05-15
2021,ND,North Dakota,residential,4.888401,10.85,2026-05-15
2022,ND,North Dakota,residential,5.271904,10.92,2026-05-15
2023,ND,North Dakota,residential,5.067156,11.01,2026-05-15
2024,ND,North Dakota,residential,4.91075499,11.51,2026-05-15
2025,ND,North Dakota,residential,5.14827904,11.81,2026-05-15
2001,NE,Nebraska,all sectors,24.72264,5.39,2026-05-15
2002,NE,Nebraska,all sectors,25.661061,5.55,2026-05-15
2003,NE,Nebraska,all sectors,25.856565999999997,5.64,2026-05-15
2004,NE,Nebraska,all sectors,25.87593,5.7,2026-05-15
2005,NE,Nebraska,all sectors,26.975944,5.87,2026-05-15
2006,NE,Nebraska,all sectors,27.276292,6.07,2026-05-15
2007,NE,Nebraska,all sectors,28.2484,6.28,2026-05-15
2008,NE,Nebraska,all sectors,28.82102103,6.58,2026-05-15
2009,NE,Nebraska,all sectors,28.452194,7.21,2026-05-15
2010,NE,Nebraska,all sectors,29.84946004,7.52,2026-05-15
2011,NE,Nebraska,all sectors,29.676084019999998,7.88,2026-05-15
2012,NE,Nebraska,all sectors,30.82793898,8.37,2026-05-15
2013,NE,Nebraska,all sectors,30.700605,8.74,2026-05-15
2014,NE,Nebraska,all sectors,30.22216801,8.84,2026-05-15
2015,NE,Nebraska,all sectors,29.49507292,8.91,2026-05-15
2016,NE,Nebraska,all sectors,30.19935404,9.05,2026-05-15
2017,NE,Nebraska,all sectors,30.35900702,9.08,2026-05-15
2018,NE,Nebraska,all sectors,30.939492010000002,9.02,2026-05-15
2019,NE,Nebraska,all sectors,30.38319001,9.08,2026-05-15
2020,NE,Nebraska,all sectors,31.171536019999998,8.97,2026-05-15
2021,NE,Nebraska,all sectors,32.34117002,8.84,2026-05-15
2022,NE,Nebraska,all sectors,33.84410502,8.83,2026-05-15
2023,NE,Nebraska,all sectors,33.571199009999994,9.14,2026-05-15
2024,NE,Nebraska,all sectors,35.19104503,9.07,2026-05-15
2025,NE,Nebraska,all sectors,37.6236576,9.55,2026-05-15
2001,NE,Nebraska,residential,8.638208,6.5,2026-05-15
2002,NE,Nebraska,residential,8.956037,6.73,2026-05-15
2003,NE,Nebraska,residential,8.852219,6.87,2026-05-15
2004,NE,Nebraska,residential,8.756735,6.96,2026-05-15
2005,NE,Nebraska,residential,9.309209000000001,7.14,2026-05-15
2006,NE,Nebraska,residential,9.293507,7.41,2026-05-15
2007,NE,Nebraska,residential,9.747547,7.59,2026-05-15
2008,NE,Nebraska,residential,9.75562602,7.87,2026-05-15
2009,NE,Nebraska,residential,9.626938990000001,8.52,2026-05-15
2010,NE,Nebraska,residential,10.106673,8.94,2026-05-15
2011,NE,Nebraska,residential,9.946973009999999,9.32,2026-05-15
2012,NE,Nebraska,residential,9.68014301,10.04,2026-05-15
2013,NE,Nebraska,residential,10.062159,10.31,2026-05-15
2014,NE,Nebraska,residential,10.028238,10.4,2026-05-15
2015,NE,Nebraska,residential,9.53213195,10.6,2026-05-15
2016,NE,Nebraska,residential,9.73835101,10.84,2026-05-15
2017,NE,Nebraska,residential,9.66799,10.97,2026-05-15
2018,NE,Nebraska,residential,10.412008,10.7,2026-05-15
2019,NE,Nebraska,residential,10.30790498,10.77,2026-05-15
2020,NE,Nebraska,residential,10.514944,10.8,2026-05-15
2021,NE,Nebraska,residential,10.492369,10.75,2026-05-15
2022,NE,Nebraska,residential,10.983649009999999,10.79,2026-05-15
2023,NE,Nebraska,residential,10.67054998,11.2,2026-05-15
2024,NE,Nebraska,residential,10.39101402,11.53,2026-05-15
2025,NE,Nebraska,residential,10.74566719,12.34,2026-05-15
2001,NH,New Hampshire,all sectors,10.315551,10.95,2026-05-15
2002,NH,New Hampshire,all sectors,10.383387,10.6,2026-05-15
2003,NH,New Hampshire,all sectors,10.972541999999999,10.83,2026-05-15
2004,NH,New Hampshire,all sectors,10.973308999999999,11.37,2026-05-15
2005,NH,New Hampshire,all sectors,11.244628,12.53,2026-05-15
2006,NH,New Hampshire,all sectors,11.094343,13.84,2026-05-15
2007,NH,New Hampshire,all sectors,11.235856,13.98,2026-05-15
2008,NH,New Hampshire,all sectors,10.977289,14.63,2026-05-15
2009,NH,New Hampshire,all sectors,10.698493000000001,15.09,2026-05-15
2010,NH,New Hampshire,all sectors,10.890074,14.84,2026-05-15
2011,NH,New Hampshire,all sectors,10.86860699,14.74,2026-05-15
2012,NH,New Hampshire,all sectors,10.870261000000001,14.19,2026-05-15
2013,NH,New Hampshire,all sectors,11.04327599,14.3,2026-05-15
2014,NH,New Hampshire,all sectors,10.944081,15.22,2026-05-15
2015,NH,New Hampshire,all sectors,10.999149,16.02,2026-05-15
2016,NH,New Hampshire,all sectors,10.904955990000001,15.66,2026-05-15
2017,NH,New Hampshire,all sectors,10.78726099,16.17,2026-05-15
2018,NH,New Hampshire,all sectors,11.04628399,17.01,2026-05-15
2019,NH,New Hampshire,all sectors,10.711657010000001,17.15,2026-05-15
2020,NH,New Hampshire,all sectors,10.69352901,16.63,2026-05-15
2021,NH,New Hampshire,all sectors,10.86726799,17.37,2026-05-15
2022,NH,New Hampshire,all sectors,10.81813,21.07,2026-05-15
2023,NH,New Hampshire,all sectors,10.63131298,22.96,2026-05-15
2024,NH,New Hampshire,all sectors,10.913960999999999,20.6,2026-05-15
2025,NH,New Hampshire,all sectors,11.1044225,21.59,2026-05-15
2001,NH,New Hampshire,residential,3.78929,12.49,2026-05-15
2002,NH,New Hampshire,residential,4.00252,11.89,2026-05-15
2003,NH,New Hampshire,residential,4.251834,11.98,2026-05-15
2004,NH,New Hampshire,residential,4.281738000000001,12.49,2026-05-15
2005,NH,New Hampshire,residential,4.495376,13.51,2026-05-15
2006,NH,New Hampshire,residential,4.400596999999999,14.68,2026-05-15
2007,NH,New Hampshire,residential,4.49287,14.88,2026-05-15
2008,NH,New Hampshire,residential,4.393951,15.68,2026-05-15
2009,NH,New Hampshire,residential,4.4215219999999995,16.39,2026-05-15
2010,NH,New Hampshire,residential,4.485469,16.32,2026-05-15
2011,NH,New Hampshire,residential,4.454088,16.52,2026-05-15
2012,NH,New Hampshire,residential,4.439208,16.07,2026-05-15
2013,NH,New Hampshire,residential,4.553871,16.33,2026-05-15
2014,NH,New Hampshire,residential,4.510487,17.53,2026-05-15
2015,NH,New Hampshire,residential,4.526948,18.5,2026-05-15
2016,NH,New Hampshire,residential,4.438407,18.38,2026-05-15
2017,NH,New Hampshire,residential,4.441497,19.2,2026-05-15
2018,NH,New Hampshire,residential,4.64101299,19.69,2026-05-15
2019,NH,New Hampshire,residential,4.50683,20.05,2026-05-15
2020,NH,New Hampshire,residential,4.790374,19.04,2026-05-15
2021,NH,New Hampshire,residential,4.831911,19.85,2026-05-15
2022,NH,New Hampshire,residential,4.8083220099999995,25.46,2026-05-15
2023,NH,New Hampshire,residential,4.65497799,28.15,2026-05-15
2024,NH,New Hampshire,residential,4.847443,23.4,2026-05-15
2025,NH,New Hampshire,residential,5.04629516,24.56,2026-05-15
2001,NJ,New Jersey,all sectors,73.17739,9.36,2026-05-15
2002,NJ,New Jersey,all sectors,74.60262,9.3,2026-05-15
2003,NJ,New Jersey,all sectors,76.382512,9.48,2026-05-15
2004,NJ,New Jersey,all sectors,77.59316700000001,10.29,2026-05-15
2005,NJ,New Jersey,all sectors,81.896813,10.89,2026-05-15
2006,NJ,New Jersey,all sectors,79.680947,11.88,2026-05-15
2007,NJ,New Jersey,all sectors,81.934334,13.01,2026-05-15
2008,NJ,New Jersey,all sectors,80.519543,14.43,2026-05-15
2009,NJ,New Jersey,all sectors,75.779853,14.53,2026-05-15
2010,NJ,New Jersey,all sectors,79.17942701,14.68,2026-05-15
2011,NJ,New Jersey,all sectors,76.85976201000001,14.3,2026-05-15
2012,NJ,New Jersey,all sectors,75.05291399000001,13.68,2026-05-15
2013,NJ,New Jersey,all sectors,74.64239900000001,13.69,2026-05-15
2014,NJ,New Jersey,all sectors,73.86607801,13.95,2026-05-15
2015,NJ,New Jersey,all sectors,75.48962301,13.74,2026-05-15
2016,NJ,New Jersey,all sectors,75.35937099,13.38,2026-05-15
2017,NJ,New Jersey,all sectors,73.38294,13.32,2026-05-15
2018,NJ,New Jersey,all sectors,76.016762,13.23,2026-05-15
2019,NJ,New Jersey,all sectors,73.91670397,13.42,2026-05-15
2020,NJ,New Jersey,all sectors,71.99822099000001,13.63,2026-05-15
2021,NJ,New Jersey,all sectors,73.07046599,14.01,2026-05-15
2022,NJ,New Jersey,all sectors,74.442735,14.8,2026-05-15
2023,NJ,New Jersey,all sectors,71.09693901,15.27,2026-05-15
2024,NJ,New Jersey,all sectors,73.531424,16.29,2026-05-15
2025,NJ,New Jersey,all sectors,73.06416254999999,18.84,2026-05-15
2001,NJ,New Jersey,residential,25.491422999999998,10.21,2026-05-15
2002,NJ,New Jersey,residential,27.171374,10.38,2026-05-15
2003,NJ,New Jersey,residential,27.367126,10.67,2026-05-15
2004,NJ,New Jersey,residential,28.020125,11.23,2026-05-15
2005,NJ,New Jersey,residential,29.973443,11.74,2026-05-15
2006,NJ,New Jersey,residential,28.621556,12.84,2026-05-15
2007,NJ,New Jersey,residential,29.751647000000002,14.14,2026-05-15
2008,NJ,New Jersey,residential,29.111023,15.66,2026-05-15
2009,NJ,New Jersey,residential,27.832944,16.31,2026-05-15
2010,NJ,New Jersey,residential,30.307268,16.57,2026-05-15
2011,NJ,New Jersey,residential,29.39887001,16.23,2026-05-15
2012,NJ,New Jersey,residential,28.662958,15.78,2026-05-15
2013,NJ,New Jersey,residential,28.544638,15.73,2026-05-15
2014,NJ,New Jersey,residential,27.892582009999998,15.78,2026-05-15
2015,NJ,New Jersey,residential,29.142283,15.81,2026-05-15
2016,NJ,New Jersey,residential,29.090726,15.72,2026-05-15
2017,NJ,New Jersey,residential,27.76187899,15.65,2026-05-15
2018,NJ,New Jersey,residential,29.530689,15.41,2026-05-15
2019,NJ,New Jersey,residential,28.612555,15.85,2026-05-15
2020,NJ,New Jersey,residential,29.676857,16.03,2026-05-15
2021,NJ,New Jersey,residential,30.090370999999998,16.35,2026-05-15
2022,NJ,New Jersey,residential,30.062192,16.74,2026-05-15
2023,NJ,New Jersey,residential,28.41487101,17.7,2026-05-15
2024,NJ,New Jersey,residential,29.69296201,19.34,2026-05-15
2025,NJ,New Jersey,residential,30.05568329,22.63,2026-05-15
2001,NM,New Mexico,all sectors,18.726594000000002,7.16,2026-05-15
2002,NM,New Mexico,all sectors,19.206917,6.73,2026-05-15
2003,NM,New Mexico,all sectors,19.330491000000002,7.0,2026-05-15
2004,NM,New Mexico,all sectors,19.845735,7.1,2026-05-15
2005,NM,New Mexico,all sectors,20.638951000000002,7.51,2026-05-15
2006,NM,New Mexico,all sectors,21.434956999999997,7.37,2026-05-15
2007,NM,New Mexico,all sectors,22.267394,7.44,2026-05-15
2008,NM,New Mexico,all sectors,22.038108,8.35,2026-05-15
2009,NM,New Mexico,all sectors,21.647136009999997,8.09,2026-05-15
2010,NM,New Mexico,all sectors,22.42834401,8.4,2026-05-15
2011,NM,New Mexico,all sectors,23.04166501,8.74,2026-05-15
2012,NM,New Mexico,all sectors,23.178568,8.83,2026-05-15
2013,NM,New Mexico,all sectors,23.065026000000003,9.25,2026-05-15
2014,NM,New Mexico,all sectors,23.115222000000003,9.65,2026-05-15
2015,NM,New Mexico,all sectors,23.09355301,9.62,2026-05-15
2016,NM,New Mexico,all sectors,23.03954701,9.12,2026-05-15
2017,NM,New Mexico,all sectors,23.00958399,9.59,2026-05-15
2018,NM,New Mexico,all sectors,24.04861099,9.35,2026-05-15
2019,NM,New Mexico,all sectors,24.880133999999998,8.99,2026-05-15
2020,NM,New Mexico,all sectors,24.777155009999998,9.33,2026-05-15
2021,NM,New Mexico,all sectors,25.39374299,9.79,2026-05-15
2022,NM,New Mexico,all sectors,27.15617798,10.02,2026-05-15
2023,NM,New Mexico,all sectors,28.34749003,9.47,2026-05-15
2024,NM,New Mexico,all sectors,30.296354009999998,9.18,2026-05-15
2025,NM,New Mexico,all sectors,31.57750302,9.56,2026-05-15
2001,NM,New Mexico,residential,4.999477,8.74,2026-05-15
2002,NM,New Mexico,residential,5.238134,8.5,2026-05-15
2003,NM,New Mexico,residential,5.418037999999999,8.69,2026-05-15
2004,NM,New Mexico,residential,5.634821,8.67,2026-05-15
2005,NM,New Mexico,residential,5.864834,9.13,2026-05-15
2006,NM,New Mexico,residential,6.009427,9.06,2026-05-15
2007,NM,New Mexico,residential,6.387363000000001,9.12,2026-05-15
2008,NM,New Mexico,residential,6.378856,10.01,2026-05-15
2009,NM,New Mexico,residential,6.50377201,10.02,2026-05-15
2010,NM,New Mexico,residential,6.752473,10.52,2026-05-15
2011,NM,New Mexico,residential,6.873748,11.0,2026-05-15
2012,NM,New Mexico,residential,6.76382,11.37,2026-05-15
2013,NM,New Mexico,residential,6.803987,11.68,2026-05-15
2014,NM,New Mexico,residential,6.61197001,12.28,2026-05-15
2015,NM,New Mexico,residential,6.64172401,12.47,2026-05-15
2016,NM,New Mexico,residential,6.64251101,12.03,2026-05-15
2017,NM,New Mexico,residential,6.49720699,12.88,2026-05-15
2018,NM,New Mexico,residential,6.826442,12.68,2026-05-15
2019,NM,New Mexico,residential,6.871561,12.51,2026-05-15
2020,NM,New Mexico,residential,7.28207899,12.94,2026-05-15
2021,NM,New Mexico,residential,7.088358,13.52,2026-05-15
2022,NM,New Mexico,residential,7.282636,13.84,2026-05-15
2023,NM,New Mexico,residential,7.336277020000001,13.85,2026-05-15
2024,NM,New Mexico,residential,7.34762001,14.2,2026-05-15
2025,NM,New Mexico,residential,7.22661244,15.08,2026-05-15
2001,NV,Nevada,all sectors,28.167293,7.86,2026-05-15
2002,NV,Nevada,all sectors,29.204272,8.42,2026-05-15
2003,NV,Nevada,all sectors,30.13166,8.29,2026-05-15
2004,NV,Nevada,all sectors,31.312306,8.56,2026-05-15
2005,NV,Nevada,all sectors,32.50063,9.02,2026-05-15
2006,NV,Nevada,all sectors,34.58626,9.63,2026-05-15
2007,NV,Nevada,all sectors,35.643402,9.99,2026-05-15
2008,NV,Nevada,all sectors,35.192496,9.89,2026-05-15
2009,NV,Nevada,all sectors,34.28365399,10.36,2026-05-15
2010,NV,Nevada,all sectors,33.772595,9.73,2026-05-15
2011,NV,Nevada,all sectors,33.916479,8.97,2026-05-15
2012,NV,Nevada,all sectors,35.17991801,8.95,2026-05-15
2013,NV,Nevada,all sectors,35.21121501,9.03,2026-05-15
2014,NV,Nevada,all sectors,35.07560601,9.73,2026-05-15
2015,NV,Nevada,all sectors,36.019690000000004,9.48,2026-05-15
2016,NV,Nevada,all sectors,36.14463,8.38,2026-05-15
2017,NV,Nevada,all sectors,36.657786,8.76,2026-05-15
2018,NV,Nevada,all sectors,37.780263010000006,8.67,2026-05-15
2019,NV,Nevada,all sectors,36.98238601,8.78,2026-05-15
2020,NV,Nevada,all sectors,38.23389901,8.33,2026-05-15
2021,NV,Nevada,all sectors,39.032042000000004,8.58,2026-05-15
2022,NV,Nevada,all sectors,39.320007,10.94,2026-05-15
2023,NV,Nevada,all sectors,38.24935501,13.09,2026-05-15
2024,NV,Nevada,all sectors,40.66463901,11.47,2026-05-15
2025,NV,Nevada,all sectors,39.845774850000005,10.31,2026-05-15
2001,NV,Nevada,residential,9.606869000000001,9.08,2026-05-15
2002,NV,Nevada,residential,9.702083,9.43,2026-05-15
2003,NV,Nevada,residential,10.339934999999999,9.02,2026-05-15
2004,NV,Nevada,residential,10.67259,9.69,2026-05-15
2005,NV,Nevada,residential,11.079816000000001,10.2,2026-05-15
2006,NV,Nevada,residential,11.97812,11.08,2026-05-15
2007,NV,Nevada,residential,12.39018,11.82,2026-05-15
2008,NV,Nevada,residential,12.060514999999999,11.93,2026-05-15
2009,NV,Nevada,residential,11.88015,12.86,2026-05-15
2010,NV,Nevada,residential,11.614669,12.36,2026-05-15
2011,NV,Nevada,residential,11.493279000000001,11.61,2026-05-15
2012,NV,Nevada,residential,12.122718,11.83,2026-05-15
2013,NV,Nevada,residential,12.142431010000001,11.89,2026-05-15
2014,NV,Nevada,residential,11.916521000000001,12.93,2026-05-15
2015,NV,Nevada,residential,12.338538,12.76,2026-05-15
2016,NV,Nevada,residential,12.69194201,11.41,2026-05-15
2017,NV,Nevada,residential,12.936791,11.99,2026-05-15
2018,NV,Nevada,residential,13.449743,11.85,2026-05-15
2019,NV,Nevada,residential,12.867637,12.0,2026-05-15
2020,NV,Nevada,residential,14.32160701,11.34,2026-05-15
2021,NV,Nevada,residential,14.373357,11.49,2026-05-15
2022,NV,Nevada,residential,14.306529000000001,13.78,2026-05-15
2023,NV,Nevada,residential,13.50882,16.67,2026-05-15
2024,NV,Nevada,residential,14.631493,15.0,2026-05-15
2025,NV,Nevada,residential,13.90907434,13.15,2026-05-15
2001,NY,New York,all sectors,144.18076000000002,11.55,2026-05-15
2002,NY,New York,all sectors,147.44011600000002,11.16,2026-05-15
2003,NY,New York,all sectors,144.044703,12.44,2026-05-15
2004,NY,New York,all sectors,145.081709,12.55,2026-05-15
2005,NY,New York,all sectors,150.147571,13.95,2026-05-15
2006,NY,New York,all sectors,142.238019,15.27,2026-05-15
2007,NY,New York,all sectors,148.17752299999998,15.22,2026-05-15
2008,NY,New York,all sectors,144.052936,16.47,2026-05-15
2009,NY,New York,all sectors,140.03439699999998,15.44,2026-05-15
2010,NY,New York,all sectors,144.62357302,16.41,2026-05-15
2011,NY,New York,all sectors,144.04660902,15.89,2026-05-15
2012,NY,New York,all sectors,143.16266801,15.15,2026-05-15
2013,NY,New York,all sectors,147.895127,15.44,2026-05-15
2014,NY,New York,all sectors,147.37191299,16.25,2026-05-15
2015,NY,New York,all sectors,148.91365506,15.28,2026-05-15
2016,NY,New York,all sectors,147.80303801,14.47,2026-05-15
2017,NY,New York,all sectors,144.99243302,14.74,2026-05-15
2018,NY,New York,all sectors,149.92985099999999,14.83,2026-05-15
